8612581329984;460553946802019;44427039485733;131424
8615053638323;460864521632914;55186277600472;154545
8616020657667;460552704499900;93013141688862;523235
8610683061396;460745937878321;08284926071474;153123
8612628882081;460427165850500;01312349860226;241541
8614093352810;460891930091382;89126609924548;122253
8619453990096;460874345384517;79524995775875;522212
8619731150577;460643113578496;13853144180917;444334
8617301814100;460594474760656;48690093081374;551312
8612820666126;460975976728969;67051052732421;551411
8610533897824;460237776710094;41078832402672;132411
8610109618887;460910071835924;47022335977952;522344
8615162368980;460147976777758;33981127891627;155134
8611043310679;460586629984066;50068830608298;432244
8612288581907;460462850476358;94963138357166;243242
8611826450185;460801000154999;37767575805550;251132
8615652480205;460830703437779;84728849764930;312253
8619957776305;460149102148946;87393650537146;442114
8619851248630;460091253992251;40737861106914;321313
8617473893156;460524088190886;17196717425188;532555
8617830744587;460813281026725;62225432485176;522112
8619003797834;460140241205970;18386590398594;154313
8612251697175;460902443932941;09158677388694;534212
8618707071689;460412218075128;13586214817457;225213
8613204669187;460446254881035;53391872423109;223145
8618489166735;460938923465197;87634760476233;552351
8619998817915;460699848939664;02845151885793;245231
8616448722609;460726243142796;23640536784135;315255
8614880818630;460397694887294;73131237686818;534515
8615313915921;460652322818521;86846158486575;143155
8617853381575;460234798022895;55998134247987;122233
8611912967799;460818029455125;59284267921631;525525
8619878575385;460636724445431;33084441367966;234135
8613221972534;460688088214871;28167667663708;152153
8610344891992;460985936018763;47763043947508;245155
8618471768777;460517660116412;91933937907463;321115
8610141492441;460643171047026;98050218215872;323445
8610650916614;460145423760856;20534295959663;434223
8613695083683;460464420256533;04769422678282;311532
8617130070946;460817097433092;53128900650830;421445
8616226158119;460667282093860;21094779383103;553311
8611111098067;460686342985823;46384145618128;425351
8617815178942;460489377283047;22456997070898;553423
8617362535116;460633548942909;14577891703472;123251
8614855632482;460105927833359;20025383276884;553222
8619252875630;460912834307538;02396612293076;434551
8614871548001;460379105017550;12011988567966;453112
8616333525989;460819361171206;75374793241580;255515
8619853397951;460651746128226;06622273112400;155521
8613231627974;460372156030631;77726459471001;441141
8616349976282;460955113556036;55948392070444;235224
8611882875976;460895319131230;44165080699926;441421
8613430158796;460569183843740;23019792404148;252115
8615251837418;460511790861071;98654285437432;322234
8618852350409;460330747220884;75532675329311;252243
8615364659008;460258176437205;53573442042055;333325
8617643909105;460163698370506;11500056000935;215532
8613263472725;460538362821388;13684807202715;524343
8614945057747;460049735745028;48329864153986;152111
8618161069789;460951908775042;75250739371811;434535
8618255305423;460057259451905;44394691923858;413341
8619683258195;460547566476902;83411572347976;133511
8613838598627;460488565812565;47103779074069;223343
8618169563024;460515528069597;77370548928880;313534
8618193989001;460353716438120;26380549885991;555542
8619965678323;460596041536853;67315357317939;121345
8619631313648;460464410831591;97381591552893;342253
8613213126155;460816319393724;40008028507596;455115
8611663668816;460943655921579;97274630788213;235554
8614252987335;460157148134077;74434780688617;535143
8618741886704;460119456015787;31106195110134;325523
8613784860595;460519983680036;29470640869191;525321
8613494355182;460823806629739;95937141772250;222231
8618801880753;460260475553822;36970777563400;314541
8612690427937;460170175890464;84009233444065;443224
8615127367271;460555459441283;08263358812454;252343
8610164504825;460875175053144;81535768331304;142311
8611868258757;460883268428324;46746544375827;342444
8618726383145;460457894408643;20002007113691;345342
8610139686913;460315448209901;51326432087501;412315
8614885541871;460920720007512;91073159473759;152325
8615939729444;460175073799687;72032937005985;452531
8614600913925;460426339281650;28524671662040;313531
8615976107958;460511156163822;05607992492898;512154
8615872161072;460805355814845;76588832003153;225545
8613816175230;460170140270897;72939971997776;345321
8613982603432;460494534100103;06012731575152;133421
8614528872359;460439652631082;17926977050561;231524
8615742102109;460326229026550;32410706281698;243243
8613309802713;460929498481180;80912145723762;422242
8617536282374;460041900884350;70339958718766;232522
8619765238096;460409832219628;57437242702958;242423
8611087956100;460864628709552;51846096948384;352153
8619127909388;460839050430626;98641497115606;124153
8619195282831;460111521914881;11031967089631;323114
8613114448482;460505557247496;13097431644976;315143
8612532194202;460254754396562;87053747017570;343125
8616635242894;460656207821290;42297557143437;514124
8611899772935;460034035727664;05032647190945;113141
8614690580779;460997374178815;47437467956850;532511
8611706737244;460644150932861;96835328907860;433241
8612853899051;460937965320403;99979089020042;152221
8619204244142;460365713824075;80163758231725;444124
8614202889868;460564157002886;42883106792882;315324
8616691398940;460426266386658;53596813038437;523243
8616101920800;460713294193674;35896208542250;225233
